"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"41 years"	"41"	"Female"	"F"	"Black or African American"	"2054-5"	117	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"41 years"	"41"	"Male"	"M"	"Black or African American"	"2054-5"	153	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"42 years"	"42"	"Female"	"F"	"Black or African American"	"2054-5"	133	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"42 years"	"42"	"Male"	"M"	"Black or African American"	"2054-5"	167	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"43 years"	"43"	"Female"	"F"	"Black or African American"	"2054-5"	141	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"43 years"	"43"	"Male"	"M"	"Black or African American"	"2054-5"	199	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"44 years"	"44"	"Female"	"F"	"Black or African American"	"2054-5"	154	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"44 years"	"44"	"Male"	"M"	"Black or African American"	"2054-5"	218	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"45 years"	"45"	"Female"	"F"	"Black or African American"	"2054-5"	153	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"45 years"	"45"	"Male"	"M"	"Black or African American"	"2054-5"	190	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"46 years"	"46"	"Female"	"F"	"Black or African American"	"2054-5"	176	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"46 years"	"46"	"Male"	"M"	"Black or African American"	"2054-5"	209	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"47 years"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	185	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"47 years"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	251	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"48 years"	"48"	"Female"	"F"	"Black or African American"	"2054-5"	170	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"48 years"	"48"	"Male"	"M"	"Black or African American"	"2054-5"	246	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"49 years"	"49"	"Female"	"F"	"Black or African American"	"2054-5"	206	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"49 years"	"49"	"Male"	"M"	"Black or African American"	"2054-5"	273	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"50 years"	"50"	"Female"	"F"	"Black or African American"	"2054-5"	215	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"50 years"	"50"	"Male"	"M"	"Black or African American"	"2054-5"	307	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"51 years"	"51"	"Female"	"F"	"Black or African American"	"2054-5"	236	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"51 years"	"51"	"Male"	"M"	"Black or African American"	"2054-5"	301	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"52 years"	"52"	"Female"	"F"	"Black or African American"	"2054-5"	224	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"52 years"	"52"	"Male"	"M"	"Black or African American"	"2054-5"	293	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"53 years"	"53"	"Female"	"F"	"Black or African American"	"2054-5"	255	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"53 years"	"53"	"Male"	"M"	"Black or African American"	"2054-5"	355	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"54 years"	"54"	"Female"	"F"	"Black or African American"	"2054-5"	256	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"54 years"	"54"	"Male"	"M"	"Black or African American"	"2054-5"	389	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"55 years"	"55"	"Female"	"F"	"Black or African American"	"2054-5"	249	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"55 years"	"55"	"Male"	"M"	"Black or African American"	"2054-5"	359	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"56 years"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	276	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	419	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	254	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	397	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"58 years"	"58"	"Female"	"F"	"Black or African American"	"2054-5"	291	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"58 years"	"58"	"Male"	"M"	"Black or African American"	"2054-5"	396	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"59 years"	"59"	"Female"	"F"	"Black or African American"	"2054-5"	293	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"59 years"	"59"	"Male"	"M"	"Black or African American"	"2054-5"	427	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"60 years"	"60"	"Female"	"F"	"Black or African American"	"2054-5"	309	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"60 years"	"60"	"Male"	"M"	"Black or African American"	"2054-5"	420	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"61 years"	"61"	"Female"	"F"	"Black or African American"	"2054-5"	313	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"61 years"	"61"	"Male"	"M"	"Black or African American"	"2054-5"	396	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"62 years"	"62"	"Female"	"F"	"Black or African American"	"2054-5"	315	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"62 years"	"62"	"Male"	"M"	"Black or African American"	"2054-5"	382	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"63 years"	"63"	"Female"	"F"	"Black or African American"	"2054-5"	320	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"63 years"	"63"	"Male"	"M"	"Black or African American"	"2054-5"	418	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"64 years"	"64"	"Female"	"F"	"Black or African American"	"2054-5"	348	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"64 years"	"64"	"Male"	"M"	"Black or African American"	"2054-5"	419	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"65 years"	"65"	"Female"	"F"	"Black or African American"	"2054-5"	334	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"65 years"	"65"	"Male"	"M"	"Black or African American"	"2054-5"	464	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"66 years"	"66"	"Female"	"F"	"Black or African American"	"2054-5"	328	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"66 years"	"66"	"Male"	"M"	"Black or African American"	"2054-5"	436	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"67 years"	"67"	"Female"	"F"	"Black or African American"	"2054-5"	329	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"67 years"	"67"	"Male"	"M"	"Black or African American"	"2054-5"	404	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"68 years"	"68"	"Female"	"F"	"Black or African American"	"2054-5"	344	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"68 years"	"68"	"Male"	"M"	"Black or African American"	"2054-5"	457	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"69 years"	"69"	"Female"	"F"	"Black or African American"	"2054-5"	379	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"69 years"	"69"	"Male"	"M"	"Black or African American"	"2054-5"	392	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"70 years"	"70"	"Female"	"F"	"Black or African American"	"2054-5"	370	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"70 years"	"70"	"Male"	"M"	"Black or African American"	"2054-5"	421	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"71 years"	"71"	"Female"	"F"	"Black or African American"	"2054-5"	333	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"71 years"	"71"	"Male"	"M"	"Black or African American"	"2054-5"	394	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"72 years"	"72"	"Female"	"F"	"Black or African American"	"2054-5"	396	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"72 years"	"72"	"Male"	"M"	"Black or African American"	"2054-5"	442	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"73 years"	"73"	"Female"	"F"	"Black or African American"	"2054-5"	403	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"73 years"	"73"	"Male"	"M"	"Black or African American"	"2054-5"	432	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"74 years"	"74"	"Female"	"F"	"Black or African American"	"2054-5"	444	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"74 years"	"74"	"Male"	"M"	"Black or African American"	"2054-5"	439	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"75 years"	"75"	"Female"	"F"	"Black or African American"	"2054-5"	444	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"75 years"	"75"	"Male"	"M"	"Black or African American"	"2054-5"	401	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"76 years"	"76"	"Female"	"F"	"Black or African American"	"2054-5"	446	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"76 years"	"76"	"Male"	"M"	"Black or African American"	"2054-5"	416	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"77 years"	"77"	"Female"	"F"	"Black or African American"	"2054-5"	447	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"77 years"	"77"	"Male"	"M"	"Black or African American"	"2054-5"	416	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"78 years"	"78"	"Female"	"F"	"Black or African American"	"2054-5"	479	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	459	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	494	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	444	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	498	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	408	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	463	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	416	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	488	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	391	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"83 years"	"83"	"Female"	"F"	"Black or African American"	"2054-5"	488	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"83 years"	"83"	"Male"	"M"	"Black or African American"	"2054-5"	360	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"84 years"	"84"	"Female"	"F"	"Black or African American"	"2054-5"	483	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"84 years"	"84"	"Male"	"M"	"Black or African American"	"2054-5"	332	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"85 years"	"85"	"Female"	"F"	"Black or African American"	"2054-5"	503	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"85 years"	"85"	"Male"	"M"	"Black or African American"	"2054-5"	315	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"86 years"	"86"	"Female"	"F"	"Black or African American"	"2054-5"	532	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"86 years"	"86"	"Male"	"M"	"Black or African American"	"2054-5"	295	Not Applicable	Not Applicable
